Depth Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count
761,2199,2020.09.11 14:00:00,2020.09.11 12:00:00,87.891%,15.0,451.0,,83.0,32.422%,6.641%,4.297%,25.391%,4.297%,2.734%,5.859%,6.641%,0.391%,0.391%,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
762,2201,2020.09.11 16:00:00,2020.09.11 14:00:00,93.359%,16.0,389.0,,71.0,24.609%,16.016%,26.172%,13.672%,4.297%,3.516%,3.516%,0.391%,0.391%,0.391%,13.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
763,2203,2020.09.11 18:00:00,2020.09.11 16:00:00,94.922%,14.0,395.0,,83.0,25.391%,11.328%,18.359%,30.859%,1.953%,1.953%,2.734%,1.953%,0.391%,0.391%,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
764,2205,2020.09.11 20:00:00,2020.09.11 18:00:00,97.266%,19.0,396.0,,31.0,64.453%,1.172%,19.922%,9.766%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
765,2207,2020.09.11 22:00:00,2020.09.11 20:00:00,99.609%,18.0,445.0,,3.0,98.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,2210,2020.09.12 00:00:00,2020.09.11 22:00:00,97.266%,16.0,435.0,,25.0,62.891%,0.391%,30.078%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
767,2213,2020.09.12 02:00:00,2020.09.12 00:00:00,99.609%,14.0,524.0,,5.0,98.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,2217,2020.09.12 04:00:00,2020.09.12 02:00:00,95.703%,15.0,466.0,,9.0,87.109%,7.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,2219,2020.09.12 06:00:00,2020.09.12 04:00:00,94.922%,31.0,227.0,,87.0,58.984%,1.172%,12.109%,10.547%,4.297%,1.172%,1.953%,2.734%,0.391%,0.391%,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
770,2223,2020.09.12 08:00:00,2020.09.12 06:00:00,91.016%,7.0,906.0,,85.0,5.859%,1.172%,4.297%,3.516%,2.734%,2.734%,41.016%,29.297%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
771,2225,2020.09.12 10:00:00,2020.09.12 08:00:00,91.797%,2.0,2283.0,,95.0,1.172%,1.172%,9.766%,17.578%,6.641%,2.734%,8.203%,38.672%,5.859%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
772,2227,2020.09.12 12:00:00,2020.09.12 10:00:00,78.516%,4.0,1674.0,,97.0,19.141%,1.172%,13.672%,4.297%,1.953%,1.953%,8.203%,25.391%,2.734%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
773,2231,2020.09.12 14:00:00,2020.09.12 12:00:00,90.234%,18.0,383.0,,95.0,37.891%,1.172%,12.891%,19.922%,1.953%,1.953%,5.078%,6.641%,1.953%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
774,2237,2020.09.12 16:00:00,2020.09.12 14:00:00,87.109%,3.0,1672.0,,83.0,1.172%,1.172%,7.422%,4.297%,3.516%,2.734%,40.234%,26.953%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
775,2239,2020.09.12 18:00:00,2020.09.12 16:00:00,80.859%,4.0,1456.0,,79.0,2.734%,1.953%,18.359%,5.078%,2.734%,2.734%,36.328%,11.328%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
776,2241,2020.09.12 20:00:00,2020.09.12 18:00:00,89.453%,11.0,625.0,,31.0,34.766%,12.891%,36.328%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777,2243,2020.09.12 22:00:00,2020.09.12 20:00:00,85.547%,47.0,133.0,,13.0,51.953%,28.516%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,2245,2020.09.13 00:00:00,2020.09.12 22:00:00,87.891%,81.0,78.0,,13.0,67.578%,14.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,2251,2020.09.13 02:00:00,2020.09.13 00:00:00,87.891%,25.0,219.0,,15.0,41.016%,19.141%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,2253,2020.09.13 04:00:00,2020.09.13 02:00:00,88.672%,11.0,582.0,,17.0,19.922%,41.016%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,2255,2020.09.13 06:00:00,2020.09.13 04:00:00,87.109%,8.0,785.0,,97.0,5.859%,23.828%,29.297%,10.547%,3.516%,2.734%,5.859%,4.297%,1.172%,0.391%,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
782,2259,2020.09.13 08:00:00,2020.09.13 06:00:00,81.641%,10.0,667.0,,95.0,6.641%,1.172%,12.891%,8.984%,3.516%,2.734%,7.422%,33.203%,5.078%,0.391%,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
783,2261,2020.09.13 10:00:00,2020.09.13 08:00:00,91.797%,11.0,602.0,,93.0,33.203%,2.734%,1.953%,9.766%,1.953%,1.953%,5.078%,33.203%,1.172%,0.391%,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
784,2264,2020.09.13 12:00:00,2020.09.13 10:00:00,87.891%,16.0,305.0,,89.0,25.391%,1.172%,5.859%,18.359%,2.734%,2.734%,8.203%,23.828%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785,2267,2020.09.13 14:00:00,2020.09.13 12:00:00,88.672%,19.0,393.0,,85.0,33.984%,1.172%,3.516%,2.734%,1.953%,1.172%,30.859%,11.328%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
786,2271,2020.09.13 16:00:00,2020.09.13 14:00:00,83.984%,8.0,649.0,,71.0,14.453%,0.391%,3.516%,13.672%,1.953%,1.953%,47.266%,0.391%,0.391%,0.391%,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
787,2273,2020.09.13 18:00:00,2020.09.13 16:00:00,81.641%,6.0,1054.0,,67.0,1.953%,1.172%,3.516%,3.516%,5.859%,13.672%,51.172%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
788,2275,2020.09.13 20:00:00,2020.09.13 18:00:00,84.766%,35.0,195.0,,31.0,38.672%,1.172%,26.953%,13.672%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
789,2277,2020.09.13 22:00:00,2020.09.13 20:00:00,71.484%,58.0,90.0,,27.0,55.078%,0.391%,8.203%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
790,2279,2020.09.14 00:00:00,2020.09.13 22:00:00,90.234%,50.0,131.0,,67.0,75.391%,0.391%,2.734%,2.734%,1.172%,1.172%,2.734%,0.391%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
791,2283,2020.09.14 02:00:00,2020.09.14 00:00:00,95.703%,80.0,78.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,2285,2020.09.14 04:00:00,2020.09.14 02:00:00,94.922%,84.0,89.0,,1.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,2289,2020.09.14 06:00:00,2020.09.14 04:00:00,92.578%,39.0,163.0,,79.0,51.172%,1.172%,4.297%,2.734%,2.734%,7.422%,16.797%,3.516%,0.391%,0.391%,36.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
794,2291,2020.09.14 08:00:00,2020.09.14 06:00:00,94.922%,20.0,340.0,,65.0,15.234%,1.953%,22.266%,9.766%,13.672%,19.141%,12.109%,0.391%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
795,2293,2020.09.14 10:00:00,2020.09.14 08:00:00,94.922%,23.0,260.0,,55.0,16.797%,8.984%,11.328%,5.078%,14.453%,33.203%,4.297%,0.391%,0.391%,0.391%,18.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
796,2298,2020.09.14 12:00:00,2020.09.14 10:00:00,91.797%,10.0,755.0,,61.0,33.984%,2.734%,6.641%,4.297%,9.766%,21.484%,12.891%,0.391%,0.391%,0.391%,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
797,2301,2020.09.14 14:00:00,2020.09.14 12:00:00,90.234%,11.0,571.0,,65.0,16.797%,1.172%,2.734%,3.516%,19.922%,33.203%,12.109%,0.391%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
798,2303,2020.09.14 16:00:00,2020.09.14 14:00:00,80.078%,14.0,410.0,,53.0,18.359%,1.172%,3.516%,17.578%,26.172%,12.109%,0.391%,0.391%,0.391%,0.391%,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
799,2309,2020.09.14 18:00:00,2020.09.14 16:00:00,86.328%,5.0,1179.0,,47.0,1.953%,1.953%,8.203%,59.766%,12.109%,1.172%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
800,2311,2020.09.14 20:00:00,2020.09.14 18:00:00,80.859%,54.0,123.0,,27.0,48.047%,13.672%,12.891%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,51.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
801,2313,2020.09.14 22:00:00,2020.09.14 20:00:00,91.797%,110.0,60.0,,1.0,84.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2315,2020.09.15 00:00:00,2020.09.14 22:00:00,91.016%,75.0,87.0,,11.0,76.953%,8.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,2319,2020.09.15 02:00:00,2020.09.15 00:00:00,87.891%,51.0,124.0,,19.0,80.078%,1.172%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,2321,2020.09.15 04:00:00,2020.09.15 02:00:00,48.047%,9.0,390.0,,13.0,28.516%,18.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,2325,2020.09.15 06:00:00,2020.09.15 04:00:00,80.859%,17.0,341.0,,77.0,30.859%,2.734%,9.766%,12.109%,8.984%,2.734%,12.109%,1.172%,0.391%,0.391%,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
806,2327,2020.09.15 08:00:00,2020.09.15 06:00:00,88.672%,16.0,320.0,,73.0,18.359%,1.172%,16.016%,19.141%,8.203%,5.859%,18.359%,1.172%,0.391%,0.391%,12.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
807,2329,2020.09.15 10:00:00,2020.09.15 08:00:00,84.766%,6.0,1048.0,,45.0,2.734%,2.734%,33.203%,21.484%,21.484%,1.953%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
808,2331,2020.09.15 12:00:00,2020.09.15 10:00:00,84.766%,47.0,139.0,,63.0,38.672%,1.953%,25.391%,5.859%,2.734%,4.297%,3.516%,0.391%,0.391%,0.391%,44.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
809,2337,2020.09.15 14:00:00,2020.09.15 12:00:00,86.328%,42.0,160.0,,83.0,44.922%,5.859%,6.641%,1.953%,1.953%,1.953%,15.234%,5.078%,0.391%,0.391%,39.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
810,2339,2020.09.15 16:00:00,2020.09.15 14:00:00,89.453%,66.0,98.0,,67.0,50.391%,1.172%,19.141%,3.516%,2.734%,1.953%,6.641%,0.391%,0.391%,0.391%,63.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
811,2341,2020.09.15 18:00:00,2020.09.15 16:00:00,91.016%,24.0,236.0,,85.0,26.172%,1.172%,3.516%,2.734%,6.641%,9.766%,34.766%,5.078%,0.391%,0.391%,21.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
812,2343,2020.09.15 20:00:00,2020.09.15 18:00:00,95.703%,37.0,210.0,,43.0,60.547%,0.391%,17.578%,11.328%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
813,2345,2020.09.15 22:00:00,2020.09.15 20:00:00,98.828%,47.0,153.0,,1.0,95.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,2347,2020.09.16 00:00:00,2020.09.15 22:00:00,83.984%,59.0,101.0,,1.0,80.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,2351,2020.09.16 02:00:00,2020.09.16 00:00:00,73.047%,40.0,127.0,,29.0,40.234%,2.734%,20.703%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2353,2020.09.16 04:00:00,2020.09.16 02:00:00,91.016%,49.0,131.0,,3.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,2355,2020.09.16 06:00:00,2020.09.16 04:00:00,94.141%,39.0,167.0,,71.0,52.734%,1.953%,23.828%,5.859%,1.953%,1.953%,3.516%,0.391%,0.391%,0.391%,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
818,2357,2020.09.16 08:00:00,2020.09.16 06:00:00,95.703%,26.0,233.0,,21.0,91.016%,0.391%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
819,2359,2020.09.16 10:00:00,2020.09.16 08:00:00,99.609%,7.0,1018.0,,1.0,98.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,2363,2020.09.16 12:00:00,2020.09.16 10:00:00,87.891%,6.0,1205.0,,91.0,21.484%,1.172%,2.734%,3.516%,2.734%,5.078%,30.078%,21.484%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
821,2367,2020.09.16 14:00:00,2020.09.16 12:00:00,47.266%,1.0,2047.0,,63.0,0.391%,0.391%,4.297%,4.297%,5.859%,13.672%,17.578%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
822,2371,2020.09.16 16:00:00,2020.09.16 14:00:00,62.891%,24.0,192.0,,65.0,33.203%,0.391%,4.297%,2.734%,2.734%,4.297%,13.672%,0.391%,0.391%,0.391%,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
823,2373,2020.09.16 18:00:00,2020.09.16 16:00:00,90.234%,14.0,389.0,,67.0,16.797%,1.172%,3.516%,5.078%,8.203%,23.828%,30.078%,0.391%,0.391%,0.391%,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
824,2375,2020.09.16 20:00:00,2020.09.16 18:00:00,95.703%,28.0,286.0,,31.0,54.297%,1.172%,26.172%,12.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
825,2377,2020.09.16 22:00:00,2020.09.16 20:00:00,98.828%,44.0,161.0,,1.0,95.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,2379,2020.09.17 00:00:00,2020.09.16 22:00:00,98.828%,59.0,117.0,,1.0,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,2383,2020.09.17 02:00:00,2020.09.17 00:00:00,98.828%,42.0,172.0,,1.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,2385,2020.09.17 04:00:00,2020.09.17 02:00:00,95.703%,35.0,184.0,,13.0,84.766%,6.641%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,2387,2020.09.17 06:00:00,2020.09.17 04:00:00,93.359%,33.0,220.0,,63.0,60.547%,7.422%,10.547%,4.297%,2.734%,2.734%,3.516%,0.391%,0.391%,0.391%,30.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
830,2391,2020.09.17 08:00:00,2020.09.17 06:00:00,91.016%,4.0,1596.0,,65.0,2.734%,1.172%,6.641%,8.203%,6.641%,23.828%,42.578%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
831,2393,2020.09.17 10:00:00,2020.09.17 08:00:00,86.328%,12.0,501.0,,67.0,16.016%,1.953%,22.266%,2.734%,1.953%,5.078%,35.547%,0.391%,0.391%,0.391%,8.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
832,2396,2020.09.17 12:00:00,2020.09.17 10:00:00,55.078%,8.0,494.0,,79.0,18.359%,1.172%,3.516%,1.953%,1.953%,1.953%,20.703%,5.078%,0.391%,0.391%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833,2401,2020.09.17 14:00:00,2020.09.17 12:00:00,65.234%,11.0,353.0,,83.0,14.453%,1.172%,1.953%,1.953%,1.953%,3.516%,34.766%,5.078%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
834,2403,2020.09.17 16:00:00,2020.09.17 14:00:00,51.953%,13.0,321.0,,69.0,29.297%,0.391%,2.734%,1.172%,1.172%,1.172%,14.453%,0.391%,0.391%,0.391%,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
835,2405,2020.09.17 18:00:00,2020.09.17 16:00:00,85.547%,33.0,190.0,,65.0,42.578%,1.172%,8.984%,8.203%,4.297%,7.422%,12.109%,0.391%,0.391%,0.391%,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
836,2407,2020.09.17 20:00:00,2020.09.17 18:00:00,90.234%,24.0,285.0,,25.0,37.891%,8.984%,34.766%,7.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,22.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
837,2409,2020.09.17 22:00:00,2020.09.17 20:00:00,70.703%,17.0,298.0,,25.0,46.484%,1.172%,19.922%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838,2414,2020.09.18 00:00:00,2020.09.17 22:00:00,89.453%,24.0,238.0,,17.0,62.109%,12.109%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,2419,2020.09.18 02:00:00,2020.09.18 00:00:00,92.578%,30.0,244.0,,11.0,81.641%,6.641%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,2421,2020.09.18 04:00:00,2020.09.18 02:00:00,85.547%,11.0,579.0,,7.0,77.734%,7.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,2423,2020.09.18 06:00:00,2020.09.18 04:00:00,88.672%,25.0,259.0,,69.0,69.922%,0.391%,11.328%,1.172%,1.172%,1.172%,1.953%,0.391%,0.391%,0.391%,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
842,2425,2020.09.18 08:00:00,2020.09.18 06:00:00,92.578%,19.0,339.0,,71.0,45.703%,1.172%,19.922%,15.234%,2.734%,3.516%,3.516%,0.391%,0.391%,0.391%,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
843,2427,2020.09.18 10:00:00,2020.09.18 08:00:00,91.016%,29.0,233.0,,77.0,66.797%,1.953%,9.766%,1.172%,1.953%,1.953%,3.516%,1.953%,0.391%,0.391%,26.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
844,2430,2020.09.18 12:00:00,2020.09.18 10:00:00,80.859%,102.0,57.0,,1.0,75.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2433,2020.09.18 14:00:00,2020.09.18 12:00:00,49.609%,166.0,22.0,,1.0,41.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,2435,2020.09.18 16:00:00,2020.09.18 14:00:00,92.578%,41.0,131.0,,67.0,49.609%,0.391%,2.734%,23.047%,3.516%,5.078%,5.078%,0.391%,0.391%,0.391%,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
847,2439,2020.09.18 18:00:00,2020.09.18 16:00:00,94.141%,12.0,565.0,,89.0,11.328%,1.172%,16.016%,30.078%,14.453%,2.734%,7.422%,9.766%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
848,2441,2020.09.18 20:00:00,2020.09.18 18:00:00,97.266%,23.0,358.0,,27.0,59.766%,0.391%,3.516%,32.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
849,2443,2020.09.18 22:00:00,2020.09.18 20:00:00,98.047%,51.0,138.0,,1.0,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,2445,2020.09.19 00:00:00,2020.09.18 22:00:00,93.359%,51.0,118.0,,17.0,76.953%,1.953%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,2449,2020.09.19 02:00:00,2020.09.19 00:00:00,94.141%,43.0,179.0,,11.0,83.203%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,2453,2020.09.19 04:00:00,2020.09.19 02:00:00,91.797%,47.0,139.0,,9.0,73.828%,15.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,2455,2020.09.19 06:00:00,2020.09.19 04:00:00,89.453%,21.0,253.0,,87.0,42.578%,13.672%,13.672%,12.891%,1.172%,1.172%,1.172%,2.734%,0.391%,0.391%,17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
854,2457,2020.09.19 08:00:00,2020.09.19 06:00:00,93.359%,3.0,2038.0,,73.0,1.172%,1.953%,23.047%,46.484%,4.297%,2.734%,11.328%,1.172%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
855,2459,2020.09.19 10:00:00,2020.09.19 08:00:00,94.922%,3.0,2064.0,,71.0,1.953%,1.172%,8.984%,50.391%,9.766%,2.734%,19.141%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
856,2464,2020.09.19 12:00:00,2020.09.19 10:00:00,93.359%,6.0,1219.0,,75.0,1.953%,1.172%,21.484%,46.484%,5.078%,3.516%,8.984%,3.516%,0.391%,0.391%,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
857,2467,2020.09.19 14:00:00,2020.09.19 12:00:00,91.797%,5.0,1711.0,,67.0,8.984%,18.359%,16.797%,16.797%,7.422%,12.109%,10.547%,0.391%,0.391%,0.391%,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
858,2469,2020.09.19 16:00:00,2020.09.19 14:00:00,94.922%,2.0,2904.0,,49.0,1.172%,1.172%,3.516%,68.359%,15.234%,5.078%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
