,,,,,,,,,,,,,,,,,,,,,,,0-120 seconds,121-300 seconds,301-600 seconds,601-1800 seconds,1801-3600 seconds,3601-65535 seconds,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
2020.09.10 17:12:37,2020.09.10 17:00:00,,,,2020.09.10 17:12:37,Resolved QFP,37.926063,6.538066,32S,4200470,283616,19,,1.2,0x2000017A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.10 18:00:00,2020.09.10 16:00:00,,,,,,,,,,,,,,,,0.94922,12,546,,,77,,,,,,,0.12891,0.01172,0.16016,0.48047,0.02734,0.02734,0.07422,0.02734,0.00391,0.00391,9,0,0,0,1,0,0,2,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.10 18:24:36,2020.09.10 18:24:36,10,37.96282,6.48102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.10 18:24:36,1,No,,No,,,3907 1302 1852 9 2 0 0 3,No,
2020.09.10 20:00:00,2020.09.10 18:00:00,,,,,,,,,,,,,,,,0.96484,20,350,,,27,,,,,,,0.49609,0.04297,0.30078,0.11328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,19,0,0,2,0,0,0,0,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.10 22:00:00,2020.09.10 20:00:00,,,,,,,,,,,,,,,,0.98047,40,177,,,1,,,,,,,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39,0,0,0,0,0,0,0,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 00:00:00,2020.09.10 22:00:00,,,,,,,,,,,,,,,,0.98828,31,228,,,3,,,,,,,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,32,0,0,0,0,0,0,0,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 00:00:00,2020.09.11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 02:00:00,2020.09.11 00:00:00,,,,,,,,,,,,,,,,0.92578,18,332,,,31,,,,,,,0.55078,0.05078,0.24609,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15,0,0,2,0,0,0,0,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 03:07:14,2020.09.11 03:00:00,,,,2020.09.11 03:07:14,Resolved QFP,37.912294,6.5232,32S,4198977,282268,21,,1.2,0xD1020802,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 04:00:00,2020.09.11 02:00:00,,,,,,,,,,,,,,,,0.91016,9,725,,,17,,,,,,,0.20703,0.39453,0.30078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,5,2,2,0,0,0,0,0,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 05:27:11,2020.09.11 05:00:00,,,,2020.09.11 05:27:11,Unresolved QFP,37.902797,6.504638,32S,4197966,280608,13,,25.5,0x52020000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 06:00:00,2020.09.11 04:00:00,,,,,,,,,,,,,,,,0.86328,16,427,,,87,,,,,,,0.10547,0.30078,0.19141,0.10547,0.06641,0.03516,0.03516,0.01953,0.00391,0.00391,12,2,1,0,0,1,0,1,0,0,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 06:26:29,2020.09.11 06:00:00,,,,2020.09.11 06:26:29,Resolved QFP,37.898913,6.495317,32S,4197557,279777,-25,,1.5,0x061A8200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 07:01:41,2020.09.11 07:00:00,,,,2020.09.11 07:01:41,Resolved QFP,37.89839,6.490828,32S,4197510,279380,4,,2.1,0x041A8280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
2020.09.11 08:00:00,2020.09.11 06:00:00,,,,,,,,,,,,,,,,0.94141,9,734,,,83,,,,,,,0.01953,0.01172,0.02734,0.08984,0.03516,0.02734,0.59766,0.12109,0.00391,0.00391,5,0,0,0,0,0,1,2,0,0,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 08:25:10,2020.09.11 08:00:00,,,,2020.09.11 08:25:10,Resolved QFP,37.891869,6.483256,32S,4196804,278695,-5,,3.4,0x04188680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 09:12:07,2020.09.11 09:00:00,,,,2020.09.11 09:12:07,Resolved QFP,37.892314,6.471761,32S,4196881,277685,6,,1.1,0x84380680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 10:00:00,2020.09.11 08:00:00,,,,,,,,,,,,,,,,0.93359,6,1164,,,109,,,,,,,0.02734,0.01172,0.05078,0.45703,0.06641,0.02734,0.08984,0.12109,0.07422,0.00391,3,0,0,0,0,0,1,1,1,0,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 10:11:41,2020.09.11 10:11:41,3,37.8619,6.47075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.11 10:11:41,1,No,,No,,,4306 2153 1340 8 7 0 0 2,No,
2020.09.11 10:12:25,2020.09.11 10:00:00,,,,2020.09.11 10:12:25,Resolved QFP,37.891106,6.461893,32S,4196770,276814,9,,2.7,0x08300481,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 12:00:00,2020.09.11 10:00:00,,,,,,,,,,,,,,,,0.80078,37,169,,,83,,,,,,,0.46484,0.01172,0.03516,0.16016,0.02734,0.01172,0.02734,0.04297,0.00391,0.00391,35,0,1,0,0,0,0,2,0,0,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 12:00:00,2020.09.11 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 12:00:05,2020.09.11 12:00:00,,,,2020.09.11 12:00:05,Resolved QFP,37.882521,6.459201,32S,4195824,276551,13,,1.1,0x80250489,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 14:00:00,2020.09.11 12:00:00,,,,,,,,,,,,,,,,0.87891,15,451,,,83,,,,,,,0.32422,0.06641,0.04297,0.25391,0.04297,0.02734,0.05859,0.06641,0.00391,0.00391,10,2,0,0,0,0,0,2,0,0,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 15:21:51,2020.09.11 15:00:00,,,,2020.09.11 15:21:51,Resolved QFP,37.85499,6.438312,32S,4192819,274630,0,,1.3,0x0021016A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 16:00:00,2020.09.11 14:00:00,,,,,,,,,,,,,,,,0.93359,16,389,,,71,,,,,,,0.24609,0.16016,0.26172,0.13672,0.04297,0.03516,0.03516,0.00391,0.00391,0.00391,13,0,2,0,0,0,1,0,0,0,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 16:09:24,2020.09.11 16:00:00,,,,2020.09.11 16:09:24,Resolved QFP,37.847784,6.433225,32S,4192032,274160,4,,1.1,0x2000817A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 17:10:00,2020.09.11 17:00:00,,,,2020.09.11 17:10:00,Resolved QFP,37.839694,6.425765,32S,4191152,273479,56,,1.6,0x2000013A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 02:58:25,1,,,,,Primary,,No,
2020.09.11 18:00:00,2020.09.11 16:00:00,,,,,,,,,,,,,,,,0.94922,14,395,,,83,,,,,,,0.25391,0.11328,0.18359,0.30859,0.01953,0.01953,0.02734,0.01953,0.00391,0.00391,11,0,1,0,0,0,1,1,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.11 18:01:47,2020.09.11 18:00:00,,,,2020.09.11 18:01:47,Resolved QFP,37.833452,6.419058,32S,4190475,272869,0,,1.3,0x28001152,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.11 20:00:00,2020.09.11 18:00:00,,,,,,,,,,,,,,,,0.97266,19,396,,,31,,,,,,,0.64453,0.01172,0.19922,0.09766,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,17,0,0,1,1,0,0,0,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.11 22:00:00,2020.09.11 20:00:00,,,,,,,,,,,,,,,,0.99609,18,445,,,3,,,,,,,0.98828,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,18,0,0,0,0,0,0,0,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.11 22:17:43,2020.09.11 22:00:00,,,,2020.09.11 22:17:43,Resolved QFP (Uncertain),37.806286,6.405204,32S,4187494,271566,-1,,2.2,0x00095A00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.11 22:58:22,2020.09.11 23:00:00,,,,2020.09.11 22:58:22,Resolved QFP (Uncertain),34.283284,1.751456,31S,3794272,385080,4051,,2,0x10020A80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 00:00:00,2020.09.11 22:00:00,,,,,,,,,,,,,,,,0.97266,16,435,,,25,,,,,,,0.62891,0.00391,0.30078,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15,0,0,1,0,0,0,0,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 00:00:00,2020.09.12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 02:00:00,2020.09.12 00:00:00,,,,,,,,,,,,,,,,0.99609,14,524,,,5,,,,,,,0.98828,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14,0,0,0,0,0,0,0,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 02:58:25,2020.09.12 02:58:25,2,37.78792,6.37532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.12 02:58:25,1,No,,No,,,14500 967 553 12 1 0 0 15,No,
2020.09.12 03:00:19,2020.09.12 03:00:00,,,,2020.09.12 03:00:19,Resolved QFP,37.788929,6.389143,32S,4185608,270098,6,,1.3,0xD1020802,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 04:00:00,2020.09.12 02:00:00,,,,,,,,,,,,,,,,0.95703,15,466,,,9,,,,,,,0.87109,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,13,2,0,0,0,0,0,0,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 05:24:24,2020.09.12 05:00:00,,,,2020.09.12 05:24:24,Resolved QFP,37.777727,6.373385,32S,4184403,268676,28,,1.7,0x450A0200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 06:00:00,2020.09.12 04:00:00,,,,,,,,,,,,,,,,0.94922,31,227,,,87,,,,,,,0.58984,0.01172,0.12109,0.10547,0.04297,0.01172,0.01953,0.02734,0.00391,0.00391,29,0,0,0,0,1,0,1,0,0,,,2020.09.12 06:34:14,1,,,,,Primary,,No,
2020.09.12 06:05:17,2020.09.12 06:00:00,,,,2020.09.12 06:05:17,Resolved QFP,37.772871,6.371826,32S,4183868,268523,23,,2,0x441A8200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 06:34:14,2020.09.12 06:34:14,3,37.76597,6.37027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.12 06:34:14,1,No,,No,,,115 115 1633 4 1 0 0 1,No,
2020.09.12 07:15:20,2020.09.12 07:00:00,,,,2020.09.12 07:15:20,Resolved QFP,37.761501,6.366631,32S,4182619,268030,11,,1.5,0x061A0280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 08:00:00,2020.09.12 06:00:00,,,,,,,,,,,,,,,,0.91016,7,906,,,85,,,,,,,0.05859,0.01172,0.04297,0.03516,0.02734,0.02734,0.41016,0.29297,0.00391,0.00391,4,0,0,0,0,0,0,3,0,0,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 08:36:32,2020.09.12 08:00:00,,,,2020.09.12 08:36:32,Resolved QFP,37.751578,6.366702,32S,4181518,268005,-1,,1.3,0x84388680,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 09:21:05,2020.09.12 09:00:00,,,,2020.09.12 09:21:05,Resolved QFP,37.743349,6.36665,32S,4180605,267975,-8,,1.8,0x84300680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 10:00:00,2020.09.12 08:00:00,,,,,,,,,,,,,,,,0.91797,2,2283,,,95,,,,,,,0.01172,0.01172,0.09766,0.17578,0.06641,0.02734,0.08203,0.38672,0.05859,0.00391,0,0,0,0,0,0,0,1,2,0,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 10:00:07,2020.09.12 10:00:00,,,,2020.09.12 10:00:07,Resolved QFP,37.736576,6.366573,32S,4179853,267947,5,,1.5,0x8C300681,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 11:14:09,2020.09.12 11:00:00,,,,2020.09.12 11:14:09,Resolved QFP,37.721701,6.370754,32S,4178192,268269,15,,1.4,0x48300085,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 12:00:00,2020.09.12 10:00:00,,,,,,,,,,,,,,,,0.78516,4,1674,,,97,,,,,,,0.19141,0.01172,0.13672,0.04297,0.01953,0.01953,0.08203,0.25391,0.02734,0.00391,1,0,0,0,0,0,0,1,1,0,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 12:00:00,2020.09.12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 12:22:07,2020.09.12 12:00:00,,,,2020.09.12 12:22:07,Resolved QFP,37.708188,6.373065,32S,4176687,268431,11,,1.1,0x4031050C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 13:06:29,2020.09.12 13:00:00,,,,2020.09.12 13:06:29,Resolved QFP,37.698019,6.374845,32S,4175554,268556,10,,3.9,0x4020050D,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.12 14:55:49,1,,,,,Primary,,No,
2020.09.12 14:00:00,2020.09.12 12:00:00,,,,,,,,,,,,,,,,0.90234,18,383,,,95,,,,,,,0.37891,0.01172,0.12891,0.19922,0.01953,0.01953,0.05078,0.06641,0.01953,0.00391,16,0,0,0,0,0,0,1,1,0,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 14:21:16,2020.09.12 14:21:16,3,37.68702,6.36523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.12 14:21:16,1,,,,,,,,Incomplete Transfer
2020.09.12 14:21:32,2020.09.12 14:00:00,,,,2020.09.12 14:21:32,Resolved QFP (Uncertain),37.679248,6.373829,32S,4173473,268408,-2,,1.3,0x0005016D,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 14:55:49,2020.09.12 14:55:49,3,37.68702,6.36523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.12 14:55:49,1,No,,No,,,2920 1460 1821 8 0 0 0 2,No,
2020.09.12 15:00:12,2020.09.12 15:00:00,,,,2020.09.12 15:00:12,Resolved QFP,37.671228,6.374894,32S,4172581,268477,-1,,1.1,0x0025016E,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 16:00:00,2020.09.12 14:00:00,,,,,,,,,,,,,,,,0.87109,3,1672,,,83,,,,,,,0.01172,0.01172,0.07422,0.04297,0.03516,0.02734,0.40234,0.26953,0.00391,0.00391,0,0,0,0,0,0,0,3,0,0,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 16:08:04,2020.09.12 16:00:00,,,,2020.09.12 16:08:04,Resolved QFP,37.659807,6.375889,32S,4171311,268529,11,,1.7,0x0000816A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 17:20:26,2020.09.12 17:00:00,,,,2020.09.12 17:20:26,Unresolved QFP,37.646366,6.378254,32S,4169813,268696,-45,,25.5,0x20000122,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 18:00:00,2020.09.12 16:00:00,,,,,,,,,,,,,,,,0.80859,4,1456,,,79,,,,,,,0.02734,0.01953,0.18359,0.05078,0.02734,0.02734,0.36328,0.11328,0.00391,0.00391,1,0,0,0,0,0,1,3,0,0,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 18:00:08,2020.09.12 18:00:00,,,,2020.09.12 18:00:08,Resolved QFP,37.639231,6.381482,32S,4169014,268959,-1,,1.4,0x28001152,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 19:12:15,2020.09.12 19:00:00,,,,2020.09.12 19:12:15,Resolved QFP,37.621476,6.389512,32S,4167023,269613,-36,,1.6,0x28025050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 20:00:00,2020.09.12 18:00:00,,,,,,,,,,,,,,,,0.89453,11,625,,,31,,,,,,,0.34766,0.12891,0.36328,0.04297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,8,0,1,0,1,0,0,0,0,0,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 20:04:53,2020.09.12 20:00:00,,,,2020.09.12 20:04:53,Resolved QFP (Uncertain),37.607326,6.392886,32S,4165445,269867,23,,1,0x28875010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 22:00:00,2020.09.12 20:00:00,,,,,,,,,,,,,,,,0.85547,47,133,,,13,,,,,,,0.51953,0.28516,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45,1,1,0,0,0,0,0,0,0,,,2020.09.13 00:32:22,1,,,,,Primary,,No,
2020.09.12 22:01:54,2020.09.12 22:00:00,,,,2020.09.12 22:01:54,Resolved QFP,37.578114,6.400012,32S,4162186,270406,113,,1.6,0x088D1200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.12 23:00:33,2020.09.12 23:00:00,,,,2020.09.12 23:00:33,Resolved QFP,37.563528,6.400895,32S,4160565,270439,16,,2,0x008D4A00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 00:00:00,2020.09.12 22:00:00,,,,,,,,,,,,,,,,0.87891,81,78,,,13,,,,,,,0.67578,0.14453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,80,0,1,0,0,0,0,0,0,0,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 00:00:00,2020.09.13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 00:32:22,2020.09.13 00:32:22,8,37.55757,6.35518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.13 00:32:22,1,No,,No,,,2728 546 1195 8 2 0 2 3,No,
2020.09.13 01:09:01,2020.09.13 01:00:00,,,,2020.09.13 01:09:01,Resolved QFP,37.539088,6.401388,32S,4157851,270408,26,,1.6,0xD1800820,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 02:00:00,2020.09.13 00:00:00,,,,,,,,,,,,,,,,0.87891,25,219,,,15,,,,,,,0.41016,0.19141,0.26172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,23,0,2,0,0,0,0,0,0,0,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 02:04:02,2020.09.13 02:00:00,,,,2020.09.13 02:04:02,Resolved QFP,37.530658,6.401442,32S,4156916,270387,10,,1,0xD1820802,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 04:00:00,2020.09.13 02:00:00,,,,,,,,,,,,,,,,0.88672,11,582,,,17,,,,,,,0.19922,0.41016,0.26172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,6,1,4,0,0,0,0,0,0,0,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 04:08:12,2020.09.13 04:00:00,,,,2020.09.13 04:08:12,Resolved QFP,37.513559,6.410495,32S,4154996,271135,-464,,3.4,0x51028000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 05:17:16,2020.09.13 05:00:00,,,,2020.09.13 05:17:16,Resolved QFP,37.504532,6.404975,32S,4154008,270619,15,,2.6,0x130A0200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 06:00:00,2020.09.13 04:00:00,,,,,,,,,,,,,,,,0.87109,8,785,,,97,,,,,,,0.05859,0.23828,0.29297,0.10547,0.03516,0.02734,0.05859,0.04297,0.01172,0.00391,3,1,2,0,0,0,0,1,1,0,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 06:07:51,2020.09.13 06:00:00,,,,2020.09.13 06:07:51,Resolved QFP,37.501057,6.409018,32S,4153612,270966,10,,1.9,0x160A0280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 07:24:23,1,,,,,Primary,,No,
2020.09.13 07:24:10,2020.09.13 07:00:00,,,,2020.09.13 07:24:10,Resolved QFP,37.489309,6.401302,32S,4152328,270248,15,,1.6,0x061A0280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
2020.09.13 07:24:23,2020.09.13 07:24:23,4,37.45428,6.39013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.13 07:24:23,1,No,,No,,,0 0 1635 7 0 0 0 0,No,
2020.09.13 08:00:00,2020.09.13 06:00:00,,,,,,,,,,,,,,,,0.81641,10,667,,,95,,,,,,,0.06641,0.01172,0.12891,0.08984,0.03516,0.02734,0.07422,0.33203,0.05078,0.00391,6,0,0,0,0,0,1,1,2,0,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
2020.09.13 08:30:20,2020.09.13 08:00:00,,,,2020.09.13 08:30:20,Resolved QFP,37.476536,6.397099,32S,4150920,269837,-4,,1.3,0x84188680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
2020.09.13 09:14:09,2020.09.13 09:00:00,,,,2020.09.13 09:14:09,Resolved QFP,37.471812,6.39378,32S,4150404,269529,3,,1.2,0x84308681,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
2020.09.13 10:00:00,2020.09.13 08:00:00,,,,,,,,,,,,,,,,0.91797,11,602,,,93,,,,,,,0.33203,0.02734,0.01953,0.09766,0.01953,0.01953,0.05078,0.33203,0.01172,0.00391,8,1,0,0,0,0,0,1,1,0,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
2020.09.13 10:00:35,2020.09.13 10:00:00,,,,2020.09.13 10:00:35,Resolved QFP,37.469892,6.387059,32S,4150208,268928,-85,,5.2,0x84300480,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.13 15:15:49,1,,,,,Primary,,No,
