No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
1572,2020.11.08 20:00:00,2020.11.08 18:00:00,,,,,,,,,,,,,,,,80.078%,1.0,2299.0,,,33.0,,,,,,,0.391%,11.328%,0.391%,62.109%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 01:05:56,1,,,,,Primary,,No,
1573,2020.11.08 22:00:00,2020.11.08 20:00:00,,,,,,,,,,,,,,,,94.922%,1.0,8503.0,,,23.0,,,,,,,0.391%,44.922%,18.359%,31.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 01:05:56,1,,,,,Primary,,No,
1574,2020.11.09 00:00:00,2020.11.09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2020.11.09 01:05:56,1,,,,,Primary,,No,
1575,2020.11.09 00:00:00,2020.11.08 22:00:00,,,,,,,,,,,,,,,,94.141%,1.0,3272.0,,,23.0,,,,,,,1.172%,0.391%,79.297%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 01:05:56,1,,,,,Primary,,No,
1576,2020.11.09 01:05:56,2020.11.09 01:05:56,3.0,39.20198,18.33238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.09 01:05:56,1,No,,No,,,2094 2094 2094 7 0 0 1 0,No,
1577,2020.11.09 02:00:00,2020.11.09 00:00:00,,,,,,,,,,,,,,,,83.984%,10.0,980.0,,,35.0,,,,,,,41.797%,0.391%,0.391%,36.328%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 10:26:02,1,,,,,Primary,,No,
1578,2020.11.09 04:00:00,2020.11.09 02:00:00,,,,,,,,,,,,,,,,91.797%,1.0,8268.0,,,25.0,,,,,,,0.391%,9.766%,33.203%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 10:26:02,1,,,,,Primary,,No,
1579,2020.11.09 06:00:00,2020.11.09 04:00:00,,,,,,,,,,,,,,,,91.016%,4.0,1202.0,,,45.0,,,,,,,16.016%,33.203%,0.391%,1.172%,37.891%,1.953%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.09 10:26:02,1,,,,,Primary,,No,
1580,2020.11.09 08:00:00,2020.11.09 06:00:00,,,,,,,,,,,,,,,,94.141%,1.0,5186.0,,,61.0,,,,,,,0.391%,0.391%,12.109%,16.797%,6.641%,54.297%,3.516%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.09 10:26:02,1,,,,,Primary,,No,
1581,2020.11.09 10:00:00,2020.11.09 08:00:00,,,,,,,,,,,,,,,,96.484%,1.0,6161.0,,,53.0,,,,,,,0.391%,0.391%,1.172%,1.172%,15.234%,77.734%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.09 10:26:02,1,,,,,Primary,,No,
1582,2020.11.09 10:26:02,2020.11.09 10:26:02,9.0,39.21643,18.39097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.09 10:26:02,1,No,,No,,,0 0 6921 6 0 0 0 0,No,
1583,2020.11.09 12:00:00,2020.11.09 10:00:00,,,,,,,,,,,,,,,,93.359%,2.0,3496.0,,,59.0,,,,,,,1.172%,0.391%,1.172%,7.422%,27.734%,52.734%,3.516%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1584,2020.11.09 12:00:00,2020.11.09 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1585,2020.11.09 14:00:00,2020.11.09 12:00:00,,,,,,,,,,,,,,,,92.578%,1.0,8098.0,,,49.0,,,,,,,0.391%,0.391%,1.172%,8.984%,33.984%,48.047%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1586,2020.11.09 16:00:00,2020.11.09 14:00:00,,,,,,,,,,,,,,,,92.578%,5.0,1646.0,,,51.0,,,,,,,1.172%,0.391%,1.172%,12.891%,53.516%,22.266%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1587,2020.11.09 18:00:00,2020.11.09 16:00:00,,,,,,,,,,,,,,,,99.609%,0.0,0.0,,,37.0,,,,,,,0.391%,0.391%,0.391%,63.672%,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1588,2020.11.09 20:00:00,2020.11.09 18:00:00,,,,,,,,,,,,,,,,81.641%,5.0,3011.0,,,27.0,,,,,,,48.828%,0.391%,1.953%,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1589,2020.11.09 22:00:00,2020.11.09 20:00:00,,,,,,,,,,,,,,,,99.609%,0.0,0.0,,,25.0,,,,,,,0.391%,0.391%,93.359%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.10 02:53:12,2,,,,,Primary,,No,
1590,2020.11.10 00:00:00,2020.11.09 22:00:00,,,,,,,,,,,,,,,,83.203%,4.0,3154.0,,,53.0,,,,,,,55.859%,0.391%,16.797%,3.516%,2.734%,1.953%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1591,2020.11.10 00:00:00,2020.11.10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1592,2020.11.10 02:00:00,2020.11.10 00:00:00,,,,,,,,,,,,,,,,99.609%,0.0,0.0,,,33.0,,,,,,,0.391%,0.391%,59.766%,39.453%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1593,2020.11.10 02:48:37,2020.11.10 02:48:37,2.0,39.20198,18.33238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.10 02:48:37,1,,,,,,,,Incomplete Transfer
1594,2020.11.10 02:53:12,2020.11.10 02:53:12,3.0,39.20915,18.2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.10 02:53:12,1,No,,No,,,10829 10829 10829 7 0 0 1 0,No,
1595,2020.11.10 03:23:07,2020.11.10 03:23:07,3.0,39.20915,18.2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.10 03:23:07,1,No,,No,,,21658 10829 1663 7 0 0 2 0,No,
1596,2020.11.10 04:00:00,2020.11.10 02:00:00,,,,,,,,,,,,,,,,91.797%,3.0,4169.0,,,17.0,,,,,,,30.078%,22.266%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1597,2020.11.10 06:00:00,2020.11.10 04:00:00,,,,,,,,,,,,,,,,73.828%,36.0,157.0,,,43.0,,,,,,,44.141%,5.078%,0.391%,11.328%,10.547%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1598,2020.11.10 08:00:00,2020.11.10 06:00:00,,,,,,,,,,,,,,,,96.484%,1.0,5546.0,,,53.0,,,,,,,0.391%,0.391%,1.172%,5.859%,69.141%,18.359%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1599,2020.11.10 10:00:00,2020.11.10 08:00:00,,,,,,,,,,,,,,,,97.266%,1.0,5973.0,,,47.0,,,,,,,0.391%,0.391%,0.391%,1.172%,77.734%,16.797%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.10 10:28:00,1,,,,,Primary,,No,
1600,2020.11.10 10:28:00,2020.11.10 10:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.10 10:28:00,1,No,,No,,,0 0 5762 6 0 0 0 0,No,
1601,2020.11.10 12:00:00,2020.11.10 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1602,2020.11.10 12:00:00,2020.11.10 10:00:00,,,,,,,,,,,,,,,,96.484%,1.0,5762.0,,,49.0,,,,,,,0.391%,0.391%,1.172%,3.516%,78.516%,12.891%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1603,2020.11.10 14:00:00,2020.11.10 12:00:00,,,,,,,,,,,,,,,,94.922%,1.0,5973.0,,,61.0,,,,,,,0.391%,0.391%,1.172%,8.203%,45.703%,37.891%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1604,2020.11.10 16:00:00,2020.11.10 14:00:00,,,,,,,,,,,,,,,,91.797%,7.0,1799.0,,,47.0,,,,,,,23.047%,1.953%,2.734%,6.641%,49.609%,7.422%,0.391%,0.391%,0.391%,0.391%,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1605,2020.11.10 18:00:00,2020.11.10 16:00:00,,,,,,,,,,,,,,,,87.109%,14.0,452.0,,,3.0,,,,,,,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1606,2020.11.10 20:00:00,2020.11.10 18:00:00,,,,,,,,,,,,,,,,94.922%,2.0,1660.0,,,3.0,,,,,,,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 00:38:35,1,,,,,Primary,,No,
1607,2020.11.10 22:00:00,2020.11.10 20:00:00,,,,,,,,,,,,,,,,87.109%,3.0,2858.0,,,7.0,,,,,,,73.047%,14.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1608,2020.11.11 00:00:00,2020.11.10 22:00:00,,,,,,,,,,,,,,,,91.797%,2.0,2235.0,,,11.0,,,,,,,44.141%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1609,2020.11.11 00:00:00,2020.11.11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1610,2020.11.11 00:38:35,2020.11.11 00:38:35,2.0,39.10263,18.15702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.11 00:38:35,1,No,,No,,,8938 2235 5772 10 0 0 4 0,No,
1611,2020.11.11 02:00:00,2020.11.11 00:00:00,,,,,,,,,,,,,,,,91.797%,6.0,1064.0,,,11.0,,,,,,,12.109%,74.609%,5.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1612,2020.11.11 04:00:00,2020.11.11 02:00:00,,,,,,,,,,,,,,,,79.297%,15.0,461.0,,,15.0,,,,,,,26.953%,21.484%,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1613,2020.11.11 06:00:00,2020.11.11 04:00:00,,,,,,,,,,,,,,,,80.859%,11.0,494.0,,,57.0,,,,,,,7.422%,32.422%,0.391%,13.672%,19.141%,4.297%,1.953%,0.391%,0.391%,0.391%,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 08:08:32,1,,,,,Primary,,No,
1614,2020.11.11 08:00:00,2020.11.11 06:00:00,,,,,,,,,,,,,,,,95.703%,1.0,3487.0,,,53.0,,,,,,,0.391%,0.391%,1.172%,12.109%,48.047%,32.422%,1.172%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1615,2020.11.11 08:08:32,2020.11.11 08:08:32,4.0,39.1097,18.11305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.11 08:08:32,1,No,,No,,,0 0 6786 6 0 0 0 0,No,
1616,2020.11.11 10:00:00,2020.11.11 08:00:00,,,,,,,,,,,,,,,,90.234%,1.0,6786.0,,,57.0,,,,,,,0.391%,0.391%,1.172%,6.641%,29.297%,49.609%,2.734%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1617,2020.11.11 12:00:00,2020.11.11 10:00:00,,,,,,,,,,,,,,,,93.359%,3.0,2444.0,,,53.0,,,,,,,1.172%,0.391%,1.172%,13.672%,40.234%,36.328%,1.172%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1618,2020.11.11 12:00:00,2020.11.11 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1619,2020.11.11 14:00:00,2020.11.11 12:00:00,,,,,,,,,,,,,,,,93.359%,1.0,7686.0,,,49.0,,,,,,,0.391%,0.391%,1.172%,16.797%,48.828%,25.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1620,2020.11.11 16:00:00,2020.11.11 14:00:00,,,,,,,,,,,,,,,,96.484%,1.0,6968.0,,,41.0,,,,,,,0.391%,0.391%,1.172%,45.703%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1621,2020.11.11 18:00:00,2020.11.11 16:00:00,,,,,,,,,,,,,,,,87.109%,16.0,613.0,,,27.0,,,,,,,18.359%,3.516%,8.984%,55.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.11 20:00:16,1,,,,,Primary,,No,
1622,2020.11.11 20:00:00,2020.11.11 18:00:00,,,,,,,,,,,,,,,,91.016%,1.0,3698.0,,,11.0,,,,,,,9.766%,81.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1623,2020.11.11 20:00:16,2020.11.11 20:00:16,6.0,39.0386,17.9085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.11 20:00:16,1,No,,No,,,0 0 643 7 0 0 0 0,No,
1624,2020.11.11 22:00:00,2020.11.11 20:00:00,,,,,,,,,,,,,,,,98.828%,1.0,0.0,,,13.0,,,,,,,0.391%,55.078%,43.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1625,2020.11.12 00:00:00,2020.11.11 22:00:00,,,,,,,,,,,,,,,,7.422%,4.0,1528.0,,,9.0,,,,,,,2.734%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1626,2020.11.12 00:00:00,2020.11.12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1627,2020.11.12 02:00:00,2020.11.12 00:00:00,,,,,,,,,,,,,,,,35.547%,22.0,120.0,,,1.0,,,,,,,34.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1628,2020.11.12 04:00:00,2020.11.12 02:00:00,,,,,,,,,,,,,,,,96.484%,7.0,70.0,,,21.0,,,,,,,5.859%,0.391%,87.109%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 04:39:29,1,,,,,Primary,,No,
1629,2020.11.12 04:39:29,2020.11.12 04:39:29,2.0,39.07358,17.86448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.12 04:39:29,1,No,,No,,,0 0 8886 6 0 0 0 0,No,
1630,2020.11.12 06:00:00,2020.11.12 04:00:00,,,,,,,,,,,,,,,,80.078%,9.0,1121.0,,,39.0,,,,,,,16.797%,1.172%,32.422%,3.516%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1631,2020.11.12 08:00:00,2020.11.12 06:00:00,,,,,,,,,,,,,,,,93.359%,1.0,7499.0,,,43.0,,,,,,,0.391%,0.391%,1.953%,65.234%,23.047%,1.953%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1632,2020.11.12 10:00:00,2020.11.12 08:00:00,,,,,,,,,,,,,,,,99.609%,0.0,0.0,,,43.0,,,,,,,0.391%,0.391%,0.391%,19.141%,77.734%,3.516%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1633,2020.11.12 12:00:00,2020.11.12 10:00:00,,,,,,,,,,,,,,,,88.672%,3.0,2925.0,,,51.0,,,,,,,0.391%,0.391%,1.172%,8.984%,54.297%,23.047%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1634,2020.11.12 12:00:00,2020.11.12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1635,2020.11.12 14:00:00,2020.11.12 12:00:00,,,,,,,,,,,,,,,,92.578%,1.0,7886.0,,,47.0,,,,,,,0.391%,0.391%,1.172%,23.828%,57.422%,8.984%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.12 15:00:15,1,,,,,Primary,,No,
1636,2020.11.12 15:00:15,2020.11.12 15:00:15,3.0,39.03003,17.66013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.12 15:00:15,1,No,,No,,,0 0 8334 6 0 0 0 0,No,
1637,2020.11.12 16:00:00,2020.11.12 14:00:00,,,,,,,,,,,,,,,,95.703%,9.0,1304.0,,,35.0,,,,,,,16.797%,1.172%,2.734%,62.891%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.12 22:00:28,1,,,,,Primary,,No,
1638,2020.11.12 18:00:00,2020.11.12 16:00:00,,,,,,,,,,,,,,,,25.391%,15.0,121.0,,,5.0,,,,,,,23.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 22:00:28,1,,,,,Primary,,No,
1639,2020.11.12 20:00:00,2020.11.12 18:00:00,,,,,,,,,,,,,,,,0.391%,0.0,0.0,,,1.0,,,,,,,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 22:00:28,1,,,,,Primary,,No,
1640,2020.11.12 22:00:00,2020.11.12 20:00:00,,,,,,,,,,,,,,,,56.641%,34.0,120.0,,,1.0,,,,,,,54.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.12 22:00:28,1,,,,,Primary,,No,
1641,2020.11.12 22:00:28,2020.11.12 22:00:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.11.12 22:00:28,1,No,,No,,,0 0 21 7 0 0 0 0,No,
1642,2020.11.13 00:00:00,2020.11.12 22:00:00,,,,,,,,,,,,,,,,56.641%,2.0,18.0,,,19.0,,,,,,,0.391%,0.391%,55.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1643,2020.11.13 00:00:00,2020.11.13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1644,2020.11.13 02:00:00,2020.11.13 00:00:00,,,,,,,,,,,,,,,,91.797%,12.0,882.0,,,13.0,,,,,,,33.203%,16.797%,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1645,2020.11.13 04:00:00,2020.11.13 02:00:00,,,,,,,,,,,,,,,,97.266%,2.0,56.0,,,15.0,,,,,,,0.391%,32.422%,64.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1646,2020.11.13 06:00:00,2020.11.13 04:00:00,,,,,,,,,,,,,,,,79.297%,13.0,827.0,,,47.0,,,,,,,19.922%,31.641%,0.391%,9.766%,12.891%,3.516%,0.391%,0.391%,0.391%,0.391%,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1647,2020.11.13 08:00:00,2020.11.13 06:00:00,,,,,,,,,,,,,,,,95.703%,10.0,751.0,,,55.0,,,,,,,8.984%,1.172%,20.703%,46.484%,10.547%,6.641%,1.172%,0.391%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.11.13 12:19:27,1,,,,,Primary,,No,
1648,2020.11.13 10:00:00,2020.11.13 08:00:00,,,,,,,,,,,,,,,,94.922%,1.0,8044.0,,,45.0,,,,,,,0.391%,0.391%,5.859%,39.453%,47.266%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.11.13 20:04:21,1,,,,,Primary,,No,
1649,2020.11.13 12:00:00,2020.11.13 10:00:00,,,,,,,,,,,,,,,,99.609%,0.0,0.0,,,55.0,,,,,,,0.391%,0.391%,0.391%,33.203%,55.078%,9.766%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.11.13 20:04:21,1,,,,,Primary,,No,
